code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.02432,越疆,2025-04-14 00:00:00,70.4,67.8,70.8,66.75,0.0,0.01867,6685800,460490200.0,0.3700962250185048,67.55
HK.02432,越疆,2025-04-15 00:00:00,68.7,70.9,72.5,65.8,0.0,0.02851,10207800,709229215.0,4.572271386430691,67.8
HK.02432,越疆,2025-04-16 00:00:00,70.5,68.0,72.4,68.0,0.0,0.01686,6036200,421807180.0,-4.090267983074761,70.9
HK.02432,越疆,2025-04-17 00:00:00,68.55,64.35,68.95,64.2,0.0,0.01495,5351600,354659900.0,-5.367647058823538,68.0
HK.02432,越疆,2025-04-22 00:00:00,66.15,64.5,67.55,64.35,0.0,0.01352,4841700,318825330.0,0.23310023310024194,64.35
HK.02432,越疆,2025-04-23 00:00:00,66.3,76.0,76.85,65.5,0.0,0.06051,21665804,1564841390.0,17.829457364341085,64.5
HK.02432,越疆,2025-04-24 00:00:00,75.9,74.3,78.4,72.5,0.0,0.02156,7721000,578498993.0,-2.2368421052631615,76.0
HK.02432,越疆,2025-04-25 00:00:00,76.4,71.45,79.35,70.45,0.0,0.02689,9628360,724356306.0,-3.835800807537005,74.3
HK.02432,越疆,2025-04-28 00:00:00,72.4,72.2,73.7,70.55,0.0,0.01139,4077020,293895711.0,1.0496850944716585,71.45
HK.02432,越疆,2025-04-29 00:00:00,73.0,72.55,74.5,71.05,0.0,0.01121,4012280,292070486.0,0.4847645429362802,72.2
HK.02432,越疆,2025-04-30 00:00:00,72.75,73.85,77.65,70.4,0.0,0.02461,8812808,653959502.0,1.7918676774638143,72.55
HK.02432,越疆,2025-05-02 00:00:00,73.85,74.3,75.6,73.0,0.0,0.0023,821800,61057362.0,0.6093432633717033,73.85
HK.02432,越疆,2025-05-06 00:00:00,74.8,72.4,76.95,72.0,0.0,0.01284,4598400,341572313.0,-2.5572005383579968,74.3
HK.02432,越疆,2025-05-07 00:00:00,74.3,72.4,74.3,66.9,0.0,0.01864,6675020,465010982.0,0.0,72.4
HK.02432,越疆,2025-05-08 00:00:00,70.35,70.15,72.1,69.8,0.0,0.00559,2002400,141715207.0,-3.107734806629834,72.4
HK.02432,越疆,2025-05-09 00:00:00,70.8,68.5,71.4,67.75,0.0,0.00713,2551235,175288117.0,-2.352102637205995,70.15
HK.02432,越疆,2025-05-12 00:00:00,71.0,71.9,72.0,69.6,0.0,0.01462,5235420,372314061.0,4.963503649635045,68.5
HK.02432,越疆,2025-05-13 00:00:00,75.25,71.75,76.25,70.5,0.0,0.01518,5435690,399697898.0,-0.2086230876217047,71.9
HK.02432,越疆,2025-05-14 00:00:00,72.85,71.6,73.8,71.15,0.0,0.00697,2495660,179991729.0,-0.2090592334494853,71.75
HK.02432,越疆,2025-05-15 00:00:00,72.15,70.05,72.15,69.8,0.0,0.00489,1750800,123253500.0,-2.164804469273739,71.6
HK.02432,越疆,2025-05-16 00:00:00,70.4,69.5,72.7,69.0,0.0,0.01078,3861250,273552259.0,-0.7851534618129867,70.05
HK.02432,越疆,2025-05-19 00:00:00,69.5,66.65,69.65,66.05,0.0,0.01054,3774801,253197176.0,-4.100719424460424,69.5
HK.02432,越疆,2025-05-20 00:00:00,66.1,67.0,67.8,66.1,0.0,0.00572,2048000,136832600.0,0.5251312828206965,66.65
HK.02432,越疆,2025-05-21 00:00:00,67.5,66.25,67.5,66.0,0.0,0.00473,1691800,112361340.0,-1.1194029850746268,67.0
HK.02432,越疆,2025-05-22 00:00:00,66.55,67.2,69.4,66.4,0.0,0.00833,2983200,202223330.0,1.4339622641509477,66.25
HK.02432,越疆,2025-05-23 00:00:00,67.2,66.65,68.7,66.5,0.0,0.00543,1945725,130885441.0,-0.8184523809523767,67.2
HK.02432,越疆,2025-05-26 00:00:00,67.05,64.8,67.5,64.65,0.0,0.00319,1142200,74762400.0,-2.775693923480883,66.65
